score_hint,journal,tier,domain,published,title,biz_hits,doi,url
3,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-8-7,What do users complain about? A BERTopic study on Turkish e-commerce app reviews,review|e-commerce|app,10.1007/s10660-026-10182-9,https://doi.org/10.1007/s10660-026-10182-9
3,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-8-7,Cross-channel synergy in live streaming e-commerce: how online platforms and offline experiences jointly shape consumer evaluation,consumer|platform|e-commerce,10.1007/s10660-026-10178-5,https://doi.org/10.1007/s10660-026-10178-5
3,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-7-21,Research on the evaluation of e-commerce platform intelligence levels based on a matter-element extension model,search|platform|e-commerce,10.1007/s10660-026-10169-6,https://doi.org/10.1007/s10660-026-10169-6
3,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-7-8,The role of consumer reading factors in health product advertising effectiveness in e-commerce: an elaboration likelihood model perspective,advertis|consumer|e-commerce,10.1007/s10660-026-10167-8,https://doi.org/10.1007/s10660-026-10167-8
3,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-7-7,A novel uniform second price mechanism for multi-winner auctions in data marketplaces,auction|price|marketplace,10.1007/s10660-026-10164-x,https://doi.org/10.1007/s10660-026-10164-x
3,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-9,New product recommendation in online platforms as marketplaces or resellers,recommend|platform|marketplace,10.1016/j.ejor.2026.01.010,https://doi.org/10.1016/j.ejor.2026.01.010
3,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Traffic diversion vs. self-built e-commerce: The content and e-commerce platform operations considering spillover effect and consumer loyalty,consumer|platform|e-commerce,10.1016/j.ejor.2026.08.035,https://doi.org/10.1016/j.ejor.2026.08.035
3,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,An oracle-based approach for price-setting problems in logistics,price|logistic|app,10.1016/j.ejor.2026.08.008,https://doi.org/10.1016/j.ejor.2026.08.008
3,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,The impact of joint price dynamics and customer preference on the dynamics of closed loop supply chains,price|supply chain|customer,10.1016/j.ejor.2026.07.043,https://doi.org/10.1016/j.ejor.2026.07.043
3,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,LLM-Augmented Stiefel Graph Neural Networks for Zero-Shot Spatio-Temporal Forecasting,forecast|llm|graph neural,10.1109/tkde.2026.3689935,https://doi.org/10.1109/tkde.2026.3689935
3,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,Multiagent Deep Reinforcement Learning With Evolutionary Strategy for Mobile Charging Vehicles Dispatching,mobile|agent|reinforcement learning,10.1109/tnnls.2025.3649341,https://doi.org/10.1109/tnnls.2025.3649341
3,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Beyond the prompt: Log-based threat detection and attribution for multi-Agent LLMs,attribution|llm|agent,10.1016/j.ipm.2026.104768,https://doi.org/10.1016/j.ipm.2026.104768
3,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Quantifying within-category spillovers in retail promotions — Causal evidence from double machine learning,promotion|causal|machine learning,10.1016/j.ipm.2026.104753,https://doi.org/10.1016/j.ipm.2026.104753
3,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-24,Impact of the Invisibles: Personalized Pricing on Platform with Anonymous Users,personaliz|pricing|platform,10.1287/isre.2025.2166,https://doi.org/10.1287/isre.2025.2166
3,Information Systems Research,UTD24/FT50,信息系统/电商,2026-7-29,Predicting Consumer In-Store Purchase Through Real-Time Video Analytics: An Advanced Computer Vision and Deep Learning Approach,consumer|app|deep learning,10.1287/isre.2023.0432,https://doi.org/10.1287/isre.2023.0432
3,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-8,Forecasting oil and natural gas prices: A model combination approach,price|forecast|app,10.1016/j.ijforecast.2026.07.007,https://doi.org/10.1016/j.ijforecast.2026.07.007
3,Journal of Econometrics,计量顶刊,统计/计量,2026-8,What drives the volatility of professional stock return forecasts? Causal evidence from macro shocks,stock|forecast|causal,10.1016/j.jeconom.2026.106318,https://doi.org/10.1016/j.jeconom.2026.106318
3,Journal of Interactive Marketing,ABS3,营销/定价/促销,2026-9-6,EXPRESS: Impacts of Product-line Breadth on the Effectiveness of Advertising and Consumer Word-of-Mouth: Evidence from China’s Automobile Market,advertis|consumer|mobile,10.1177/10949968261488312,https://doi.org/10.1177/10949968261488312
3,M&SOM,UTD24,运营/供应链,2026-8-27,"Dynamic Learning for Joint Pricing, Advertising, and Inventory Management",advertis|pricing|inventory,10.1287/msom.2024.1182,https://doi.org/10.1287/msom.2024.1182
3,MIS Quarterly,UTD24/FT50,信息系统/电商,2026-9-1,Dynamics of Openness on Mobile Platforms: Understanding the Impact of Third-Party Apps’ User Data Sharing,platform|mobile|app,10.25300/misq/2025/17673,https://doi.org/10.25300/misq/2025/17673
3,Management Science,UTD24/FT50,运营/供应链,2026-9,Stripping the Discount Curve—A Robust Machine Learning Approach,discount|app|machine learning,10.1287/mnsc.2023.01401,https://doi.org/10.1287/mnsc.2023.01401
3,Management Science,UTD24/FT50,运营/供应链,2026-8-12,Consumer Inferences from Product Rankings: The Role of Beliefs in Search Behavior,ranking|search|consumer,10.1287/mnsc.2025.00761,https://doi.org/10.1287/mnsc.2025.00761
3,Management Science,UTD24/FT50,运营/供应链,2026-7-15,Scalable Bundle Recommendations: A Large-Scale Field Experiment,recommend|bundle|experiment,10.1287/mnsc.2022.01864,https://doi.org/10.1287/mnsc.2022.01864
3,Management Science,UTD24/FT50,运营/供应链,2026-7-14,Dynamic Pricing with Infrequent Inventory Replenishments,pricing|inventory|replenish,10.1287/mnsc.2023.00129,https://doi.org/10.1287/mnsc.2023.00129
3,Management Science,UTD24/FT50,运营/供应链,2026-7-9,"Algorithmic Pricing, Price Wars, and Tacit Collusion: Evidence from E-Commerce",pricing|price|e-commerce,10.1287/mnsc.2022.02462,https://doi.org/10.1287/mnsc.2022.02462
3,Management Science,UTD24/FT50,运营/供应链,2026-7,Deep Learning-Based Causal Inference for Large-Scale Combinatorial Experiments: Theory and Empirical Evidence,experiment|causal|deep learning,10.1287/mnsc.2024.04625,https://doi.org/10.1287/mnsc.2024.04625
3,Marketing Letters,ABS3,营销/定价/促销,2026-9-9,Return-aware platform experimentation: new directions for research,search|experiment|platform,10.1007/s11002-026-09836-3,https://doi.org/10.1007/s11002-026-09836-3
3,Marketing Letters,ABS3,营销/定价/促销,2026-6-27,The pitfalls of personalization: understanding consumer responses to online embarrassing recommendations,recommend|personaliz|consumer,10.1007/s11002-026-09830-9,https://doi.org/10.1007/s11002-026-09830-9
3,Marketing Science,UTD24/FT50,营销/定价/促销,2026-9,Unraveling Multifaceted User Preferences on Digital Platforms: A Bayesian Deep-Learning Approach,platform|digital|app,10.1287/mksc.2024.1090,https://doi.org/10.1287/mksc.2024.1090
3,Marketing Science,UTD24/FT50,营销/定价/促销,2026-9,Optimizing Reserve Prices in Display Advertising Auctions,advertis|auction|price,10.1287/mksc.2023.0002,https://doi.org/10.1287/mksc.2023.0002
3,Marketing Science,UTD24/FT50,营销/定价/促销,2026-7,Large Language Models for Market Research: A Data-Augmentation Approach,search|app|large language model,10.1287/mksc.2025.0009,https://doi.org/10.1287/mksc.2025.0009
3,Production and Operations Management,ABS4,运营/供应链,2026-8-18,"Assortment display, price competition, and fairness in online marketplaces",price|assortment|marketplace,10.1177/10591478261481625,https://doi.org/10.1177/10591478261481625
3,Production and Operations Management,ABS4,运营/供应链,2026-8-9,Subscription vs. selling for digital goods supply chains in the presence of piracy,subscription|supply chain|digital,10.1177/10591478261477906,https://doi.org/10.1177/10591478261477906
3,Production and Operations Management,ABS4,运营/供应链,2026-6-25,Personalized pricing with consumers’ quality uncertainty,personaliz|pricing|consumer,10.1177/10591478261465977,https://doi.org/10.1177/10591478261465977
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-9-8,"Recent Advancements in Traffic Flow Prediction: Review, Challenges and Future Research Directions",search|review,10.1145/3845983,https://doi.org/10.1145/3845983
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-9-6,LOGIN: A Large Language Model Consulted Graph Neural Network Training Framework,large language model|graph neural,10.1145/3845996,https://doi.org/10.1145/3845996
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-8-25,Introduction to the Special Issue on Integrating Large Language Models and Knowledge Graphs for Generative AI,generative ai|large language model,10.1145/3822514,https://doi.org/10.1145/3822514
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-8-24,Leveraging Large Language Models for Generating Research Topic Ontologies: A Multi-Disciplinary Study,search|large language model,10.1145/3828662,https://doi.org/10.1145/3828662
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-8-18,UnifiedSSR+: An Enhanced Framework for Unified Sequential Search and Recommendation,recommend|search,10.1145/3828659,https://doi.org/10.1145/3828659
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-7-28,A Technical Survey of Reinforcement Learning Techniques for Large Language Models,large language model|reinforcement learning,10.1145/3834858,https://doi.org/10.1145/3834858
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-7-23,When Do Large Language Models (LLMs) Struggle to Count Letters?,large language model|llm,10.1145/3818606,https://doi.org/10.1145/3818606
2,ACM TIST,CCF-B 期刊,信息系统/电商,2026-7-20,Differential Privacy in Machine Learning: A Survey from Symbolic AI to LLMs,llm|machine learning,10.1145/3832316,https://doi.org/10.1145/3832316
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-9-10,RecGPT: A User Intent-Centric Next-Generation LLM-Powered Recommender System in Industrial Practice,recommend|llm,10.1145/3846382,https://doi.org/10.1145/3846382
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-9-8,Causal-Invariant Cross-Domain Out-of-Distribution Recommendation,recommend|causal,10.1145/3831677,https://doi.org/10.1145/3831677
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-9-3,PALRec: Large Language Model-Based Sequential Recommendation With Parameter-Preserving Augmentation,recommend|large language model,10.1145/3842668,https://doi.org/10.1145/3842668
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-26,Hierarchical Dual Debiasing in LLM-based Recommendation,recommend|llm,10.1145/3837081,https://doi.org/10.1145/3837081
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-26,Unifying Search and Recommendation with Dual-View Representation Learning in a Generative Paradigm,recommend|search,10.1145/3841470,https://doi.org/10.1145/3841470
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-24,MDiffFR: Modality-Guided Diffusion Generation for Cold-start Items in Federated Recommendation,recommend|cold-start,10.1145/3843228,https://doi.org/10.1145/3843228
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-19,RuleAgent: Discovering Rules for Recommendation Denoising with Autonomous Language Agents,recommend|agent,10.1145/3841469,https://doi.org/10.1145/3841469
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-19,GenTREC : The First Test Collection Generated by Large Language Models for Evaluating Information Retrieval Systems,retrieval|large language model,10.1145/3841465,https://doi.org/10.1145/3841465
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-8-11,RosePO: Customized Preference Alignment in LLM-Based Recommendation,recommend|llm,10.1145/3833420,https://doi.org/10.1145/3833420
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-7-31,Conformal@K: Distribution-Free Top-K Miss-Risk Control for Recommendation with Overlapping-Group and Two-Stage Guarantees,recommend|app,10.1145/3828550,https://doi.org/10.1145/3828550
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-7-31,Beyond Pointwise: Exploring Comparative Approaches for Predicting Query Performance Using LLMs,app|llm,10.1145/3793556,https://doi.org/10.1145/3793556
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-7-23,No Stakeholder Left Behind: Regret-Aware Re-Ranking for Two-Sided Fair Recommendation,recommend|ranking,10.1145/3820899,https://doi.org/10.1145/3820899
2,ACM TOIS,CCF-A 期刊,信息系统/电商,2026-7-20,TeaRAG: A Token-Efficient Agentic Retrieval-Augmented Generation Framework,retrieval|agent,10.1145/3818621,https://doi.org/10.1145/3818621
2,Annals of Statistics,统计顶刊,统计/计量,2026-8-1,Gaussian and bootstrap approximation for matching-based average treatment effect estimators,treatment effect|app,10.1214/26-aos2647,https://doi.org/10.1214/26-aos2647
2,Decision Support Systems,ABS3/CCF-B,运营/供应链,2026-9,Guiding decisions in empirical research: A precision-driven app with context-specific criteria for confirmatory factor analysis and structural equation modeling,search|app,10.1016/j.dss.2026.114700,https://doi.org/10.1016/j.dss.2026.114700
2,Decision Support Systems,ABS3/CCF-B,运营/供应链,2026-9,PFMAR: A multi-agent conversational recommender system for high-involvement products,recommend|agent,10.1016/j.dss.2026.114714,https://doi.org/10.1016/j.dss.2026.114714
2,Decision Support Systems,ABS3/CCF-B,运营/供应链,2026-9,Designing AI-based decision support systems for carbon stock estimation and planning: A design science research,search|stock,10.1016/j.dss.2026.114704,https://doi.org/10.1016/j.dss.2026.114704
2,Decision Support Systems,ABS3/CCF-B,运营/供应链,2026-8,ALERT: An AI-enabled decision support approach for early risk monitoring from heterogeneous data,heterogeneous|app,10.1016/j.dss.2026.114684,https://doi.org/10.1016/j.dss.2026.114684
2,Decision Support Systems,ABS3/CCF-B,运营/供应链,2026-8,"Unraveling anthropomorphism in IT/IS research: A literature review, conceptual framework, and research directions",search|review,10.1016/j.dss.2026.114688,https://doi.org/10.1016/j.dss.2026.114688
2,Electronic Commerce Research,ABS2/电商专刊,营销/定价/促销,2026-8-26,Online grocery service attributes and customer satisfaction: a weight analysis approach,customer|app,10.1007/s10660-026-10186-5,https://doi.org/10.1007/s10660-026-10186-5
